1;0.35591975714042146;0.9475;0.07526806633474406;0.987
2;0.06614712826022125;0.9891666666666666;0.06233251535625517;0.9925
3;0.0459346636648649;0.99375;0.051998568911408576;0.9935
4;0.05017496702463839;0.9925833333333334;0.03848989463445591;0.992
5;0.03755911043690071;0.9949166666666667;0.1596883002204432;0.982
6;0.03298790162623941;0.99525;0.030847921353801606;0.9955
7;0.029533670332233686;0.9961666666666666;0.03671268269816083;0.995
8;0.029260570471627622;0.99625;0.030019394423873195;0.9965
9;0.019680113617242315;0.99725;0.01764523994007745;0.998
10;0.019665161934011736;0.99675;0.024444431935249013;0.997
1;3.592459618625176;0.525;3.065282987969713;0.64
2;3.3822028382506075;0.645;3.134443831022972;0.64
3;3.9587497460575407;0.585;5.653566181916684;0.55
4;3.264510323087608;0.645;1.2724204442467026;0.73
5;1.5037846586941177;0.775;1.1343526649867068;0.825
6;1.2112829201922108;0.795;0.8346716136881552;0.825
7;1.1496126965387357;0.785;0.7266528158632528;0.87
8;0.9831937915139392;0.84;0.7646747414728232;0.865
9;0.7000738042552616;0.855;0.7383229772364761;0.87
10;0.42073881630159;0.92;0.48580629811535175;0.915
